treatment	participant_index_in_pages	participant_max_page_index	participant_current_app_name	participant_current_page_name	participanttime_started_utc	participantvisited	id_in_group	random_block	random_order	control_question1	control_question2	alternative1	participantcode	participantid_in_session	subsessionround_number	policy_choice	alt	choice	policy	price_ur	price_un	price_o	ev	revenue	attributes_binary_1	attributes_binary_2	attributes_binary_3	attributes_binary_4	attributes_binary_5	sessioncode	level_price_ur	level_price_un	level_price_o	level_ev	level_revenue	choice_policy	policy1	policy2	left	d_rev1	d_rev2	d_rev3	d_rev4	d_rev5
Baseline	169	169	A_Planet3_ES	End	30:02.1	1	341	5	515742306				d7s9vzd3	341	8	1	1	1	1	.30000001	.2	.050000001	1	Public transport, walking and cycling	0	1	1	1	0	uln4i2w2	3	3	4	4	5	1	1	0	1	0	0	0	0	1
Baseline	169	169	A_Planet3_ES	End	30:02.1	1	341	5	515742306				d7s9vzd3	341	8	1	2	0	1	.5	.050000001	.02	.5	Investments in roads	0	1	1	1	0	uln4i2w2	4	1	2	3	4	1	0	1	0	0	0	0	1	0
Baseline	169	169	A_Planet3_ES	End	30:02.1	1	341	5	515742306				d7s9vzd3	341	8	1	3	0	0	0	0	0	0	0	0	1	1	1	0	uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042	3		4	j3ffrmtb	343	1	3	1	0	1	.1	.1	.050000001	1	Equal cash transfer						heqbzlzk	2	2	4	4	2	0	1	0	1	0	1	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362	3		5	yr5ven0y	343	1	2	1	0	1	.30000001	.1	.029999999	0	Equal cash transfer						uln4i2w2	3	2	3	1	2	1	1	0	1	0	1	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042	3		4	j3ffrmtb	343	1	3	2	0	1	.30000001	.30000001	.0099999998	0	Low income citizens						heqbzlzk	3	4	1	1	3	0	0	1	0	0	0	1	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362	3		5	yr5ven0y	343	1	2	2	1	1	.5	.30000001	.050000001	.25	General budget						uln4i2w2	4	4	4	2	1	1	0	1	0	1	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362	3		5	yr5ven0y	343	1	2	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042	3		4	j3ffrmtb	343	1	3	3	1	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	2	3	1	0	1	.30000001	.1	.02	.5	Equal cash transfer						uln4i2w2	3	2	2	3	2	0	1	0	1	0	1	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	2	3	1	0	1	.30000001	.050000001	.02	.25	Public transport, walking and cycling						heqbzlzk	3	1	2	2	5	0	1	0	1	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	2	3	2	0	1	.5	.2	.0099999998	.5	Low income citizens						heqbzlzk	4	3	1	3	3	0	0	1	0	0	0	1	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	2	3	2	0	1	.5	.2	.0099999998	1	General budget						uln4i2w2	4	3	1	4	1	0	0	1	0	1	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	2	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	2	3	3	1	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	3	1	1	1	1	.5	.2	.02	1	Public transport, walking and cycling						uln4i2w2	4	3	2	4	5	1	1	0	1	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	3	3	1	0	1	.30000001	.30000001	.050000001	.25	Equal cash transfer						heqbzlzk	3	4	4	2	2	0	1	0	1	0	1	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	3	3	2	0	1	.050000001	.050000001	.029999999	0	Public transport, walking and cycling						heqbzlzk	1	1	3	1	5	0	0	1	0	0	0	0	0	1
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	3	1	2	0	1	.30000001	.30000001	.029999999	.25	General budget						uln4i2w2	3	4	3	2	1	1	0	1	0	1	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	3	3	3	1	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	3	1	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	4	1	1	1	1	.1	.050000001	.02	0	General budget						heqbzlzk	2	1	2	1	1	1	1	0	1	1	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	4	1	1	1	1	.30000001	.2	.0099999998	0	Public transport, walking and cycling						uln4i2w2	3	3	1	1	5	1	1	0	1	0	0	0	0	1
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	4	1	2	0	1	.050000001	.050000001	.02	1	General budget						uln4i2w2	1	1	2	4	1	1	0	1	0	1	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	4	1	2	0	1	.30000001	.1	.050000001	.5	Low income citizens						heqbzlzk	3	2	4	3	3	1	0	1	0	0	0	1	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	4	1	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	4	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	5	1	1	1	1	.050000001	.050000001	.0099999998	1	General budget						heqbzlzk	1	1	1	4	1	1	1	0	1	1	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	5	1	1	1	1	.30000001	.1	.02	0	General budget						uln4i2w2	3	2	2	1	1	1	1	0	1	1	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	5	1	2	0	1	.1	.050000001	.050000001	1	Equal cash transfer						uln4i2w2	2	1	4	4	2	1	0	1	0	0	1	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	5	1	2	0	1	.5	.2	.029999999	.25	Investments in roads						heqbzlzk	4	3	3	2	4	1	0	1	0	0	0	0	1	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	5	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	5	1	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	6	2	1	0	1	.1	.050000001	.02	.5	General budget						heqbzlzk	2	1	2	3	1	1	1	0	1	1	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	6	1	1	1	1	.30000001	.2	.050000001	.25	Low income citizens						uln4i2w2	3	3	4	2	3	1	1	0	1	0	0	1	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	6	2	2	1	1	.050000001	.050000001	.0099999998	1	Investments in roads						heqbzlzk	1	1	1	4	4	1	0	1	0	0	0	0	1	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	6	1	2	0	1	.1	.1	.0099999998	.5	Public transport, walking and cycling						uln4i2w2	2	2	1	3	5	1	0	1	0	0	0	0	0	1
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	6	1	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	6	2	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	7	3	1	0	1	.1	.1	.050000001	1	Low income citizens						heqbzlzk	2	2	4	4	3	0	1	0	1	0	0	1	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	7	1	1	1	1	.5	.050000001	.02	1	Public transport, walking and cycling						uln4i2w2	4	1	2	4	5	1	1	0	1	0	0	0	0	1
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	7	1	2	0	1	.30000001	.2	.050000001	.5	Investments in roads						uln4i2w2	3	3	4	3	4	1	0	1	0	0	0	0	1	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	7	3	2	0	1	.050000001	.050000001	.0099999998	.5	Equal cash transfer						heqbzlzk	1	1	1	3	2	0	0	1	0	0	1	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	7	1	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	7	3	3	1	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	8	3	1	0	1	.30000001	.2	.050000001	0	Investments in roads	0	0	0	1	0	heqbzlzk	3	3	4	1	4	0	1	0	1	0	0	0	1	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	8	1	1	1	1	.1	.1	.029999999	.5	Low income citizens	1	1	0	0	0	uln4i2w2	2	2	3	3	3	1	1	0	1	0	0	1	0	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	8	3	2	0	1	.5	.050000001	.02	.5	Low income citizens	0	0	0	1	0	heqbzlzk	4	1	2	3	3	0	0	1	0	0	0	1	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	8	1	2	0	1	.5	.050000001	.02	0	Investments in roads	1	1	0	0	0	uln4i2w2	4	1	2	1	4	1	0	1	0	0	0	0	1	0
Public Services	169	169	A_Planet3_ES	End	50:46.6	1	343	7	776153042				j3ffrmtb	343	8	3	3	1	0	0	0	0	0	0	0	0	0	1	0	heqbzlzk	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	150	169	A_Planet3_ES	A3c	17:32.7	1	343	3	314075362				yr5ven0y	343	8	1	3	0	0	0	0	0	0	0	1	1	0	0	0	uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520	3		5	n01qkm8k	344	1	3	1	0	1	.5	.30000001	.029999999	0	Equal cash transfer						uln4i2w2	4	4	3	1	2	0	1	0	1	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520	3		5	n01qkm8k	344	1	3	2	0	1	.30000001	.1	.0099999998	.25	General budget						uln4i2w2	3	2	1	2	1	0	0	1	0	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520	3		5	n01qkm8k	344	1	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	2	3	1	0	1	.5	.050000001	.050000001	.5	Equal cash transfer						uln4i2w2	4	1	4	3	2	0	1	0	1	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	2	3	2	0	1	.050000001	.050000001	.0099999998	.25	Investments in roads						uln4i2w2	1	1	1	2	4	0	0	1	0	0	0	0	1	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	2	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	3	3	1	0	1	.30000001	.30000001	.0099999998	.25	General budget						uln4i2w2	3	4	1	2	1	0	1	0	1	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	3	3	2	0	1	.5	.2	.02	0	Public transport, walking and cycling						uln4i2w2	4	3	2	1	5	0	0	1	0	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	3	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	4	2	1	0	1	.5	.1	.050000001	.25	Public transport, walking and cycling						uln4i2w2	4	2	4	2	5	1	1	0	1	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	4	2	2	1	1	.1	.050000001	.02	1	Investments in roads						uln4i2w2	2	1	2	4	4	1	0	1	0	0	0	0	1	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	4	2	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	5	3	1	0	1	.5	.050000001	.050000001	.25	Public transport, walking and cycling						uln4i2w2	4	1	4	2	5	0	1	0	1	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	5	3	2	0	1	.1	.1	.029999999	1	General budget						uln4i2w2	2	2	3	4	1	0	0	1	0	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	5	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	6	1	1	1	1	.5	.1	.050000001	1	Investments in roads						uln4i2w2	4	2	4	4	4	1	1	0	1	0	0	0	1	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	6	1	2	0	1	.30000001	.2	.0099999998	.5	Public transport, walking and cycling						uln4i2w2	3	3	1	3	5	1	0	1	0	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	6	1	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	7	3	1	0	1	.050000001	.050000001	.02	.25	Low income citizens						uln4i2w2	1	1	2	2	3	0	1	0	1	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	7	3	2	0	1	.5	.30000001	.0099999998	0	Equal cash transfer						uln4i2w2	4	4	1	1	2	0	0	1	0	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	7	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	8	3	1	0	1	.050000001	.050000001	.02	1	Low income citizens	0	0	0	0	0	uln4i2w2	1	1	2	4	3	0	1	0	1	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	8	3	2	0	1	.1	.050000001	.029999999	.25	General budget	0	0	0	0	0	uln4i2w2	2	1	3	2	1	0	0	1	0	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:11.9	1	344	1	173641520				n01qkm8k	344	8	3	3	1	0	0	0	0	0	0	0	0	0	0	0	uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637	3		5	9u8qjucd	353	1	1	1	1	1	.1	.050000001	.029999999	.25	General budget						heqbzlzk	2	1	3	2	1	1	1	0	1	1	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637	3		5	9u8qjucd	353	1	1	2	0	1	.050000001	.050000001	.02	1	Low income citizens						heqbzlzk	1	1	2	4	3	1	0	1	0	0	0	1	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637	3		5	9u8qjucd	353	1	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	2	2	1	0	1	.1	.1	.029999999	1	General budget						heqbzlzk	2	2	3	4	1	1	1	0	1	1	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	2	2	2	1	1	.5	.050000001	.050000001	.25	Public transport, walking and cycling						heqbzlzk	4	1	4	2	5	1	0	1	0	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	2	2	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	3	1	1	1	1	.30000001	.2	.0099999998	.5	Public transport, walking and cycling						heqbzlzk	3	3	1	3	5	1	1	0	1	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	3	1	2	0	1	.5	.1	.050000001	1	Investments in roads						heqbzlzk	4	2	4	4	4	1	0	1	0	0	0	0	1	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	3	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	4	1	1	1	1	.5	.1	.050000001	.25	Public transport, walking and cycling						heqbzlzk	4	2	4	2	5	1	1	0	1	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	4	1	2	0	1	.1	.050000001	.02	1	Investments in roads						heqbzlzk	2	1	2	4	4	1	0	1	0	0	0	0	1	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	4	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	5	1	1	1	1	.5	.30000001	.0099999998	0	Equal cash transfer						heqbzlzk	4	4	1	1	2	1	1	0	1	0	1	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	5	1	2	0	1	.050000001	.050000001	.02	.25	Low income citizens						heqbzlzk	1	1	2	2	3	1	0	1	0	0	0	1	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	5	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	6	1	1	1	1	.5	.2	.02	0	Public transport, walking and cycling						heqbzlzk	4	3	2	1	5	1	1	0	1	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	6	1	2	0	1	.30000001	.30000001	.0099999998	.25	General budget						heqbzlzk	3	4	1	2	1	1	0	1	0	1	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	6	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	7	1	1	1	1	.050000001	.050000001	.0099999998	.25	Investments in roads						heqbzlzk	1	1	1	2	4	1	1	0	1	0	0	0	1	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	7	1	2	0	1	.5	.050000001	.050000001	.5	Equal cash transfer						heqbzlzk	4	1	4	3	2	1	0	1	0	0	1	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	7	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	8	2	1	0	1	.5	.30000001	.029999999	0	Equal cash transfer	1	1	1	0	0	heqbzlzk	4	4	3	1	2	1	1	0	1	0	1	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	8	2	2	1	1	.30000001	.1	.0099999998	.25	General budget	1	1	1	0	0	heqbzlzk	3	2	1	2	1	1	0	1	0	1	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	40:10.7	1	353	1	101542637				9u8qjucd	353	8	2	3	0	0	0	0	0	0	0	1	1	1	0	0	heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264	3		5	ke555nhm	354	1	1	1	1	1	.30000001	.2	.0099999998	0	Public transport, walking and cycling						heqbzlzk	3	3	1	1	5	1	1	0	1	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264	3		5	ke555nhm	354	1	1	2	0	1	.050000001	.050000001	.02	1	General budget						heqbzlzk	1	1	2	4	1	1	0	1	0	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264	3		5	ke555nhm	354	1	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	2	1	1	1	1	.30000001	.1	.029999999	0	Equal cash transfer						heqbzlzk	3	2	3	1	2	1	1	0	1	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	2	1	2	0	1	.5	.30000001	.050000001	.25	General budget						heqbzlzk	4	4	4	2	1	1	0	1	0	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	2	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	3	2	1	0	1	.30000001	.30000001	.029999999	.25	General budget						heqbzlzk	3	4	3	2	1	1	1	0	1	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	3	2	2	1	1	.5	.2	.02	1	Public transport, walking and cycling						heqbzlzk	4	3	2	4	5	1	0	1	0	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	3	2	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	4	1	1	1	1	.1	.1	.0099999998	.5	Public transport, walking and cycling						heqbzlzk	2	2	1	3	5	1	1	0	1	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	4	1	2	0	1	.30000001	.2	.050000001	.25	Low income citizens						heqbzlzk	3	3	4	2	3	1	0	1	0	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	4	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	5	2	1	0	1	.30000001	.1	.02	0	General budget						heqbzlzk	3	2	2	1	1	1	1	0	1	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	5	2	2	1	1	.1	.050000001	.050000001	1	Equal cash transfer						heqbzlzk	2	1	4	4	2	1	0	1	0	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	5	2	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	6	1	1	1	1	.1	.1	.029999999	.5	Low income citizens						heqbzlzk	2	2	3	3	3	1	1	0	1	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	6	1	2	0	1	.5	.050000001	.02	0	Investments in roads						heqbzlzk	4	1	2	1	4	1	0	1	0	0	0	0	1	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	6	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	7	1	1	1	1	.5	.050000001	.02	1	Public transport, walking and cycling						heqbzlzk	4	1	2	4	5	1	1	0	1	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	23:46.5	1	354	3	371035264				ke555nhm	354	7	1	2	0	1	.30000001	.2	.050000001	.5	Investments in roads						heqbzlzk	3	3	4	3	4	1	0	1	0	0	0	0	1	0
