treatment,participant.id_in_session,participant.code,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,player.id_in_group,player.random_block,player.random_order,player.control_question1,player.control_question2,player.alternative1,player.policy_choice,player.Price_UR_A,player.Price_UN_A,player.Price_O_A,player.EV_A,player.Revenue_A,player.Price_UR_B,player.Price_UN_B,player.Price_O_B,player.EV_B,player.Revenue_B,player.attributes_binary_1,player.attributes_binary_2,player.attributes_binary_3,player.attributes_binary_4,player.attributes_binary_5,subsession.round_number,session.code
Social Norm,60,uycpcdrb,169,169,A_Planet3_ES,End,23:44.7,1,60,4,464015732,,,,1,2,1,3,2,4,3,4,4,4,1,,,,,,4,2lf8iml1
Baseline,61,6800e6dn,169,169,A_Planet3_ES,End,21:46.9,1,61,6,640276513,,,,1,3,1,4,1,3,4,4,3,4,5,,,,,,4,2lf8iml1
Pollution,62,1yk1x5x8,169,169,A_Planet3_ES,End,45:39.9,1,62,7,714062573,,,,1,4,3,1,3,3,3,1,2,2,5,,,,,,4,2lf8iml1
Public Services,63,838eq5dh,169,169,A_Planet3_ES,End,48:20.0,1,63,0,6734251,,,,1,2,2,4,1,4,3,1,1,3,3,,,,,,4,2lf8iml1
Road Pricing,64,wv4ulpsv,169,169,A_Planet3_ES,End,38:50.2,1,64,2,254613270,,,,2,3,4,4,4,3,1,1,3,2,4,,,,,,4,2lf8iml1
Social Norm,65,nzv4fh3l,169,169,A_Planet3_ES,End,58:25.3,1,65,2,276351204,,,,2,4,2,2,2,3,1,1,4,3,5,,,,,,4,2lf8iml1
Baseline,66,qfjc5hk1,169,169,A_Planet3_ES,End,05:26.8,1,66,3,360732154,,,,3,3,3,4,2,3,2,2,1,3,5,,,,,,4,2lf8iml1
Pollution,67,rpudlr27,169,169,A_Planet3_ES,End,26:08.8,1,67,4,450716423,,,,2,3,4,4,4,1,2,1,3,2,4,,,,,,4,2lf8iml1
Public Services,68,wbthyd6j,169,169,A_Planet3_ES,End,18:41.3,1,68,7,706273154,,,,3,3,4,1,1,3,2,2,4,4,2,,,,,,4,2lf8iml1
Road Pricing,69,hfod0wg1,169,169,A_Planet3_ES,End,45:24.2,1,69,3,342135076,,,,2,3,3,4,2,3,2,2,1,3,5,,,,,,4,2lf8iml1
Baseline,71,d23woyxn,169,169,A_Planet3_ES,End,43:55.3,1,71,3,305367412,,,,1,4,1,2,4,5,3,3,4,3,4,,,,,,4,2lf8iml1
Pollution,72,7eiez12c,169,169,A_Planet3_ES,End,38:38.9,1,72,4,464257031,,,,3,4,1,1,4,3,3,4,2,2,2,,,,,,4,2lf8iml1
Public Services,73,0xs8g5ll,169,169,A_Planet3_ES,End,34:25.7,1,73,0,4256713,,,,1,3,3,2,4,1,4,4,4,2,5,,,,,,4,2lf8iml1
Road Pricing,74,lotr8ql4,169,169,A_Planet3_ES,End,26:41.9,1,74,1,126340715,,,,3,2,1,2,4,4,4,2,4,2,5,,,,,,4,2lf8iml1
Baseline,76,50e2mzzw,169,169,A_Planet3_ES,End,41:36.8,1,76,1,124753601,,,,1,4,2,4,4,4,3,3,1,3,5,,,,,,4,2lf8iml1
Pollution,77,r15j5hvf,169,169,A_Planet3_ES,End,17:45.6,1,77,3,361057234,,,,2,3,2,2,1,1,2,1,4,4,2,,,,,,4,2lf8iml1
Public Services,78,xy0lli8b,169,169,A_Planet3_ES,End,57:27.4,1,78,7,721743605,,,,3,1,1,1,3,2,2,2,4,4,3,,,,,,4,2lf8iml1
Social Norm,80,47tu19lp,169,169,A_Planet3_ES,End,11:47.1,1,80,3,302371645,,,,2,1,1,2,4,1,3,3,1,1,5,,,,,,4,2lf8iml1
Baseline,81,ms30m19j,169,169,A_Planet3_ES,End,37:28.6,1,81,1,116305472,,,,2,1,1,2,4,3,2,1,3,2,1,,,,,,4,2lf8iml1
Pollution,82,a27r077p,169,169,A_Planet3_ES,End,35:30.5,1,82,7,750367124,,,,2,4,3,1,3,3,3,1,2,2,5,,,,,,4,2lf8iml1
Public Services,83,6zolkqhe,169,169,A_Planet3_ES,End,02:35.7,1,83,7,734560217,,,,2,3,1,2,2,5,4,3,1,3,3,,,,,,4,2lf8iml1
Road Pricing,84,x3awvd5j,169,169,A_Planet3_ES,End,07:39.3,1,84,0,7361542,,,,1,3,1,2,4,4,2,2,1,2,3,,,,,,4,2lf8iml1
Social Norm,85,ehspbg9y,169,169,A_Planet3_ES,End,37:00.9,1,85,2,250463712,,,,3,3,3,3,4,2,4,4,1,1,3,,,,,,4,2lf8iml1
Baseline,86,029z3dj5,169,169,A_Planet3_ES,End,27:48.2,1,86,2,224136750,,,,1,1,1,1,2,3,3,2,4,1,1,,,,,,4,2lf8iml1
Pollution,87,qf73ejh2,169,169,A_Planet3_ES,End,36:02.1,1,87,2,246051372,,,,2,4,2,2,2,3,1,1,4,3,5,,,,,,4,2lf8iml1
Public Services,88,3483pxq6,169,169,A_Planet3_ES,End,30:15.9,1,88,2,230752461,,,,1,1,1,4,3,5,4,2,2,2,3,,,,,,4,2lf8iml1
Road Pricing,89,a1y6lpn8,169,169,A_Planet3_ES,End,13:22.1,1,89,6,635671240,,,,1,4,4,3,4,5,3,1,4,1,3,,,,,,4,2lf8iml1
Social Norm,90,v8xoii7u,169,169,A_Planet3_ES,End,06:09.3,1,90,4,464715230,,,,1,2,1,3,2,4,3,4,4,4,1,,,,,,4,2lf8iml1
Baseline,91,0jquzxbb,169,169,A_Planet3_ES,End,06:40.1,1,91,7,725047163,,,,1,1,1,1,3,2,2,2,4,4,3,,,,,,4,2lf8iml1
Pollution,92,hta0lh8i,169,169,A_Planet3_ES,End,22:42.6,1,92,4,470325461,,,,2,2,1,4,3,1,4,2,2,2,4,,,,,,4,2lf8iml1
Public Services,93,cka5nhzf,169,169,A_Planet3_ES,End,38:42.9,1,93,1,130426517,,,,1,1,1,2,2,3,4,4,1,1,2,,,,,,4,2lf8iml1
Road Pricing,94,0uzpul3x,169,169,A_Planet3_ES,End,06:56.5,1,94,2,202617534,,,,1,1,1,3,2,4,3,4,4,4,3,,,,,,4,2lf8iml1
Social Norm,95,a9anb1bo,169,169,A_Planet3_ES,End,31:13.5,1,95,0,7453612,,,,1,4,4,4,2,5,3,3,2,4,1,,,,,,4,2lf8iml1
Baseline,96,h4b4yim5,29,169,A_Planet2_ES,Choice,24:24.7,1,96,,,,,,,,,,,,,,,,,,,,,,4,2lf8iml1
Pollution,97,mdprjoeo,169,169,A_Planet3_ES,End,44:24.3,1,97,7,723164570,,,,2,4,3,1,3,3,3,1,2,2,5,,,,,,4,2lf8iml1
Public Services,98,mkevhs61,169,169,A_Planet3_ES,End,55:00.7,1,98,3,331042657,,,,1,3,2,2,3,2,4,3,1,4,1,,,,,,4,2lf8iml1
Road Pricing,99,vrpni1if,169,169,A_Planet3_ES,End,06:46.3,1,99,7,725134607,,,,1,1,1,1,4,1,4,3,3,2,4,,,,,,4,2lf8iml1
Social Norm,100,gva8pxaw,169,169,A_Planet3_ES,End,12:24.1,1,100,4,461703425,,,,1,2,2,1,3,4,4,1,3,4,1,,,,,,4,2lf8iml1
Baseline,101,feimv38g,169,169,A_Planet3_ES,End,11:11.0,1,101,3,353126047,,,,1,2,2,3,3,3,4,1,2,1,4,,,,,,4,2lf8iml1
Public Services,103,9bfpp832,169,169,A_Planet3_ES,End,40:42.9,1,103,3,354637210,,,,2,3,3,4,2,3,2,2,1,3,5,,,,,,4,2lf8iml1
Road Pricing,104,hi7l35rx,169,169,A_Planet3_ES,End,19:09.1,1,104,4,432516047,,,,2,3,4,4,4,1,2,1,3,2,4,,,,,,4,2lf8iml1
Social Norm,105,lm08pz14,169,169,A_Planet3_ES,End,06:38.0,1,105,6,674632150,,,,1,3,3,2,1,3,4,4,3,3,4,,,,,,4,2lf8iml1
Social Norm,110,62ij9lb3,169,169,A_Planet3_ES,End,50:16.5,1,110,3,351426307,,,,2,4,1,2,1,4,2,2,3,3,3,,,,,,4,2lf8iml1
Baseline,1,fa0lgio1,169,169,A_Planet3_ES,End,56:16.8,1,1,1,125734106,,,,3,4,2,4,2,5,2,1,2,4,4,,,,,,5,2lf8iml1
Pollution,2,xmx5q4c1,169,169,A_Planet3_ES,End,24:17.4,1,2,6,607236145,,,,2,3,1,1,1,2,2,2,2,4,5,,,,,,5,2lf8iml1
Public Services,3,c67lysj2,169,169,A_Planet3_ES,End,10:55.0,1,3,3,340751632,,,,1,4,4,4,2,1,3,2,3,1,2,,,,,,5,2lf8iml1
Road Pricing,4,q7ay2dyw,169,169,A_Planet3_ES,End,25:28.3,1,4,7,702163547,,,,2,4,3,3,2,4,1,1,1,4,1,,,,,,5,2lf8iml1
Social Norm,5,px6jzykt,169,169,A_Planet3_ES,End,29:47.5,1,5,0,60425371,,,,3,4,4,4,2,5,3,3,2,4,1,,,,,,5,2lf8iml1
Baseline,6,e40ivckh,169,169,A_Planet3_ES,End,30:39.8,1,6,1,104327651,,,,2,3,2,1,2,1,4,4,3,1,2,,,,,,5,2lf8iml1
Pollution,7,pqshn95a,169,169,A_Planet3_ES,End,29:17.1,1,7,5,543501726,,,,3,3,1,3,2,2,4,4,1,3,4,,,,,,5,2lf8iml1
Public Services,8,3yqq014n,169,169,A_Planet3_ES,End,04:59.6,1,8,3,350723641,,,,1,2,2,1,3,5,3,3,4,2,3,,,,,,5,2lf8iml1
Road Pricing,9,lmax1dnp,169,169,A_Planet3_ES,End,14:20.0,1,9,6,617265430,,,,2,1,1,4,1,2,4,4,3,4,5,,,,,,5,2lf8iml1
Social Norm,10,uz6r7y1o,169,169,A_Planet3_ES,End,53:11.4,1,10,5,543102765,,,,1,1,1,3,3,2,2,2,1,1,5,,,,,,5,2lf8iml1
Baseline,11,5poonmd4,169,169,A_Planet3_ES,End,12:50.2,1,11,3,357206413,,,,2,4,1,2,4,5,3,3,4,3,4,,,,,,5,2lf8iml1
Pollution,12,p62frwui,169,169,A_Planet3_ES,End,27:53.3,1,12,5,542317056,,,,1,4,3,3,1,2,3,1,2,2,5,,,,,,5,2lf8iml1
Road Pricing,14,z1wokq82,169,169,A_Planet3_ES,End,12:24.4,1,14,4,443701265,,,,1,3,4,4,4,1,2,1,3,2,4,,,,,,5,2lf8iml1
Social Norm,15,kst6pwde,169,169,A_Planet3_ES,End,37:29.6,1,15,2,212475036,,,,2,4,2,2,2,3,1,1,4,3,5,,,,,,5,2lf8iml1
Baseline,16,n7d17j2o,169,169,A_Planet3_ES,End,41:52.2,1,16,7,715374062,,,,1,1,1,1,3,2,2,2,4,4,3,,,,,,5,2lf8iml1
Pollution,17,nh0e0dxo,169,169,A_Planet3_ES,End,04:15.7,1,17,3,326051437,,,,3,3,2,3,1,2,4,4,4,2,1,,,,,,5,2lf8iml1
Public Services,18,az8sbz33,169,169,A_Planet3_ES,End,06:36.3,1,18,6,652140763,,,,3,2,2,2,2,2,3,1,3,1,5,,,,,,5,2lf8iml1
Road Pricing,19,mfl4uw7h,169,169,A_Planet3_ES,End,04:04.0,1,19,5,573145206,,,,1,4,3,3,2,1,3,4,2,4,2,,,,,,5,2lf8iml1
Social Norm,20,hz14r7oj,169,169,A_Planet3_ES,End,38:47.0,1,20,7,701436257,,,,2,4,3,1,3,3,3,1,2,2,5,,,,,,5,2lf8iml1
Pollution,22,mchqhv52,169,169,A_Planet3_ES,End,16:17.0,1,22,0,51476230,,,,2,3,1,2,4,4,2,2,1,2,3,,,,,,5,2lf8iml1
Public Services,23,zb32d88s,169,169,A_Planet3_ES,End,59:02.9,1,23,4,447105236,,,,3,4,1,1,4,3,3,4,2,2,2,,,,,,5,2lf8iml1
Road Pricing,24,oyol3873,169,169,A_Planet3_ES,End,45:02.2,1,24,0,30425716,,,,3,3,3,2,4,1,4,4,4,2,5,,,,,,5,2lf8iml1
Social Norm,25,fuwhzhca,169,169,A_Planet3_ES,End,07:23.4,1,25,1,146275310,,,,3,4,2,4,4,4,3,3,1,3,5,,,,,,5,2lf8iml1
Baseline,26,kq4x3e9z,169,169,A_Planet3_ES,End,02:37.4,1,26,2,252417306,,,,2,4,3,2,3,2,3,1,4,4,4,,,,,,5,2lf8iml1
Pollution,27,zbdm1uut,169,169,A_Planet3_ES,End,04:32.6,1,27,1,170136245,,,,1,4,3,2,1,5,3,4,1,2,1,,,,,,5,2lf8iml1
Public Services,28,bgot6tf1,169,169,A_Planet3_ES,End,28:18.2,1,28,2,207236514,,,,2,4,4,1,1,3,3,3,3,4,2,,,,,,5,2lf8iml1
Road Pricing,29,yve5slih,169,169,A_Planet3_ES,End,32:22.8,1,29,5,510456723,,,,2,3,3,4,4,5,4,1,2,3,4,,,,,,5,2lf8iml1
Social Norm,30,m9i0j1z8,169,169,A_Planet3_ES,End,03:15.4,1,30,5,523016754,,,,2,3,3,4,4,5,4,1,2,3,4,,,,,,5,2lf8iml1
Baseline,31,6zltsyae,169,169,A_Planet3_ES,End,03:26.6,1,31,4,474621350,,,,2,3,4,4,4,1,2,1,3,2,4,,,,,,5,2lf8iml1
Pollution,32,knvtxixl,169,169,A_Planet3_ES,End,58:47.6,1,32,3,301263574,,,,1,3,3,4,2,3,2,2,1,3,5,,,,,,5,2lf8iml1
Public Services,33,wi35em2p,169,169,A_Planet3_ES,End,54:14.7,1,33,1,164201735,,,,2,4,1,4,2,5,2,2,3,4,1,,,,,,5,2lf8iml1
Road Pricing,34,35iqfvy9,169,169,A_Planet3_ES,End,14:46.8,1,34,5,523456017,,,,1,4,1,2,3,4,3,3,4,4,5,,,,,,5,2lf8iml1
Social Norm,35,coa5za4o,169,169,A_Planet3_ES,End,14:47.4,1,35,5,531647502,,,,2,4,3,3,1,2,3,1,2,2,5,,,,,,5,2lf8iml1
Baseline,36,1dtj1oad,169,169,A_Planet3_ES,End,30:43.7,1,36,4,443276015,,,,2,1,1,4,1,2,3,3,2,3,5,,,,,,5,2lf8iml1
Pollution,37,mi5e379o,169,169,A_Planet3_ES,End,55:51.2,1,37,7,741503627,,,,1,4,3,3,2,4,1,1,1,4,1,,,,,,5,2lf8iml1
Public Services,38,lbw72pg8,169,169,A_Planet3_ES,End,06:30.0,1,38,6,641305627,,,,3,4,4,3,4,5,1,1,4,1,2,,,,,,5,2lf8iml1
Road Pricing,39,1qq9pbma,169,169,A_Planet3_ES,End,23:32.0,1,39,7,720654317,,,,1,1,1,1,3,2,2,2,4,4,3,,,,,,5,2lf8iml1
Social Norm,40,6gp7y3ye,169,169,A_Planet3_ES,End,47:14.5,1,40,7,707413625,,,,2,1,1,1,4,1,4,3,3,2,4,,,,,,5,2lf8iml1
Baseline,41,4620ro3l,169,169,A_Planet3_ES,End,08:00.1,1,41,1,103617425,,,,1,3,2,1,2,1,4,4,3,1,2,,,,,,5,2lf8iml1
Pollution,42,2x2js4b1,169,169,A_Planet3_ES,End,07:18.0,1,42,0,47361250,,,,1,3,4,3,1,4,4,2,1,3,2,,,,,,5,2lf8iml1
Public Services,43,agjjv68b,169,169,A_Planet3_ES,End,06:24.6,1,43,6,626570341,,,,3,3,1,3,1,5,2,2,2,2,2,,,,,,5,2lf8iml1
Road Pricing,44,upf8ed0o,169,169,A_Planet3_ES,End,11:54.7,1,44,2,224156037,,,,2,3,3,3,4,2,4,4,1,1,3,,,,,,5,2lf8iml1
Social Norm,45,sv5rbzw2,169,169,A_Planet3_ES,End,21:59.5,1,45,2,262143750,,,,2,3,2,4,1,1,1,1,1,2,3,,,,,,5,2lf8iml1
Baseline,46,qcbd7hx4,169,169,A_Planet3_ES,End,11:34.9,1,46,1,101243765,,,,3,1,1,1,2,4,4,1,4,3,2,,,,,,5,2lf8iml1
Pollution,47,22q5t8ym,169,169,A_Planet3_ES,End,28:35.8,1,47,0,21407365,,,,2,3,1,1,3,4,1,1,3,2,5,,,,,,5,2lf8iml1
Public Services,48,5k6w1v0s,169,169,A_Planet3_ES,End,47:50.8,1,48,2,225706134,,,,2,4,4,1,1,3,3,3,3,4,2,,,,,,5,2lf8iml1
Road Pricing,49,7q1hvcvw,169,169,A_Planet3_ES,End,43:20.3,1,49,2,264021537,,,,1,3,4,4,4,3,1,1,3,2,4,,,,,,5,2lf8iml1
Social Norm,50,frepaiwn,169,169,A_Planet3_ES,End,35:31.8,1,50,4,413270564,,,,3,4,1,3,4,1,2,2,1,3,4,,,,,,5,2lf8iml1
Baseline,51,syp06wkt,169,169,A_Planet3_ES,End,07:31.6,1,51,7,740712653,,,,2,3,3,4,1,4,4,1,2,3,3,,,,,,5,2lf8iml1
Pollution,52,f9jbykzb,169,169,A_Planet3_ES,End,55:23.0,1,52,6,636572104,,,,2,4,4,2,1,2,3,1,3,3,4,,,,,,5,2lf8iml1
Public Services,53,rwuy8jm4,169,169,A_Planet3_ES,End,26:41.0,1,53,1,120314675,,,,3,2,1,2,4,4,4,2,4,2,5,,,,,,5,2lf8iml1
Road Pricing,54,ahvyg7u9,169,169,A_Planet3_ES,End,13:50.2,1,54,7,753164027,,,,2,1,1,1,3,2,2,2,4,4,3,,,,,,5,2lf8iml1
Social Norm,55,75aw7pog,169,169,A_Planet3_ES,End,06:38.5,1,55,3,351263047,,,,2,2,2,1,3,5,3,3,4,2,3,,,,,,5,2lf8iml1
Baseline,56,rpczrw41,169,169,A_Planet3_ES,End,19:25.2,1,56,2,274210653,,,,2,2,1,1,2,4,4,2,3,3,1,,,,,,5,2lf8iml1
Pollution,57,3k4s9wum,169,169,A_Planet3_ES,End,21:49.4,1,57,4,460243175,,,,2,2,1,1,2,2,4,2,4,3,4,,,,,,5,2lf8iml1
Public Services,58,7ta5e9pr,169,169,A_Planet3_ES,End,51:28.1,1,58,6,632701654,,,,1,2,2,1,2,2,1,1,4,3,4,,,,,,5,2lf8iml1
Road Pricing,59,fk9mggvd,169,169,A_Planet3_ES,End,07:20.1,1,59,3,317423560,,,,1,2,2,1,3,5,3,3,4,2,3,,,,,,5,2lf8iml1
Social Norm,60,uycpcdrb,169,169,A_Planet3_ES,End,23:44.7,1,60,4,464015732,,,,2,3,4,2,2,2,4,1,1,4,3,,,,,,5,2lf8iml1
Baseline,61,6800e6dn,169,169,A_Planet3_ES,End,21:46.9,1,61,6,640276513,,,,2,3,1,1,1,2,2,2,2,4,5,,,,,,5,2lf8iml1
Pollution,62,1yk1x5x8,169,169,A_Planet3_ES,End,45:39.9,1,62,7,714062573,,,,2,3,3,4,1,4,4,1,2,3,3,,,,,,5,2lf8iml1
Public Services,63,838eq5dh,169,169,A_Planet3_ES,End,48:20.0,1,63,0,6734251,,,,1,1,1,4,1,5,3,4,3,4,4,,,,,,5,2lf8iml1
Road Pricing,64,wv4ulpsv,169,169,A_Planet3_ES,End,38:50.2,1,64,2,254613270,,,,2,3,2,4,1,1,1,1,1,2,3,,,,,,5,2lf8iml1
Social Norm,65,nzv4fh3l,169,169,A_Planet3_ES,End,58:25.3,1,65,2,276351204,,,,1,3,4,4,4,3,1,1,3,2,4,,,,,,5,2lf8iml1
Baseline,66,qfjc5hk1,169,169,A_Planet3_ES,End,05:26.8,1,66,3,360732154,,,,3,2,2,3,3,3,4,1,2,1,4,,,,,,5,2lf8iml1
Pollution,67,rpudlr27,169,169,A_Planet3_ES,End,26:08.8,1,67,4,450716423,,,,1,3,3,2,3,5,1,1,4,1,2,,,,,,5,2lf8iml1
Public Services,68,wbthyd6j,169,169,A_Planet3_ES,End,18:41.3,1,68,7,706273154,,,,2,4,3,3,2,4,1,1,1,4,1,,,,,,5,2lf8iml1
Road Pricing,69,hfod0wg1,169,169,A_Planet3_ES,End,45:24.2,1,69,3,342135076,,,,2,3,2,2,1,1,2,1,4,4,2,,,,,,5,2lf8iml1
Baseline,71,d23woyxn,169,169,A_Planet3_ES,End,43:55.3,1,71,3,305367412,,,,2,3,3,1,1,5,1,1,2,4,1,,,,,,5,2lf8iml1
Pollution,72,7eiez12c,169,169,A_Planet3_ES,End,38:38.9,1,72,4,464257031,,,,1,4,4,3,1,1,2,1,4,4,5,,,,,,5,2lf8iml1
Public Services,73,0xs8g5ll,169,169,A_Planet3_ES,End,34:25.7,1,73,0,4256713,,,,1,3,1,2,4,4,2,2,1,2,3,,,,,,5,2lf8iml1
Road Pricing,74,lotr8ql4,169,169,A_Planet3_ES,End,26:41.9,1,74,1,126340715,,,,3,1,1,2,4,3,2,1,3,2,1,,,,,,5,2lf8iml1
Baseline,76,50e2mzzw,169,169,A_Planet3_ES,End,41:36.8,1,76,1,124753601,,,,2,1,1,1,2,4,4,1,4,3,2,,,,,,5,2lf8iml1
Pollution,77,r15j5hvf,169,169,A_Planet3_ES,End,17:45.6,1,77,3,361057234,,,,2,3,3,1,1,5,1,1,2,4,1,,,,,,5,2lf8iml1
Public Services,78,xy0lli8b,169,169,A_Planet3_ES,End,57:27.4,1,78,7,721743605,,,,2,4,3,3,2,4,1,1,1,4,1,,,,,,5,2lf8iml1
Social Norm,80,47tu19lp,169,169,A_Planet3_ES,End,11:47.1,1,80,3,302371645,,,,1,3,2,3,1,2,4,4,4,2,1,,,,,,5,2lf8iml1
Baseline,81,ms30m19j,169,169,A_Planet3_ES,End,37:28.6,1,81,1,116305472,,,,2,3,3,1,3,5,4,2,4,4,4,,,,,,5,2lf8iml1
Pollution,82,a27r077p,169,169,A_Planet3_ES,End,35:30.5,1,82,7,750367124,,,,3,2,2,4,4,2,3,4,1,1,3,,,,,,5,2lf8iml1
Public Services,83,6zolkqhe,169,169,A_Planet3_ES,End,02:35.7,1,83,7,734560217,,,,1,2,1,2,3,1,1,1,1,4,4,,,,,,5,2lf8iml1
Road Pricing,84,x3awvd5j,169,169,A_Planet3_ES,End,07:39.3,1,84,0,7361542,,,,3,4,2,1,3,2,3,4,3,1,4,,,,,,5,2lf8iml1
Social Norm,85,ehspbg9y,169,169,A_Planet3_ES,End,37:00.9,1,85,2,250463712,,,,3,3,2,4,1,1,1,1,1,2,3,,,,,,5,2lf8iml1
Baseline,86,029z3dj5,169,169,A_Planet3_ES,End,27:48.2,1,86,2,224136750,,,,1,3,3,3,4,2,4,4,1,1,3,,,,,,5,2lf8iml1
Pollution,87,qf73ejh2,169,169,A_Planet3_ES,End,36:02.1,1,87,2,246051372,,,,1,1,1,3,2,4,3,4,4,4,3,,,,,,5,2lf8iml1
Public Services,88,3483pxq6,169,169,A_Planet3_ES,End,30:15.9,1,88,2,230752461,,,,1,4,3,1,3,4,3,4,3,1,3,,,,,,5,2lf8iml1
Road Pricing,89,a1y6lpn8,169,169,A_Planet3_ES,End,13:22.1,1,89,6,635671240,,,,2,2,2,1,2,2,1,1,4,3,4,,,,,,5,2lf8iml1
Social Norm,90,v8xoii7u,169,169,A_Planet3_ES,End,06:09.3,1,90,4,464715230,,,,1,4,1,1,4,3,3,4,2,2,2,,,,,,5,2lf8iml1
Baseline,91,0jquzxbb,169,169,A_Planet3_ES,End,06:40.1,1,91,7,725047163,,,,2,3,4,1,1,3,2,2,4,4,2,,,,,,5,2lf8iml1
Pollution,92,hta0lh8i,169,169,A_Planet3_ES,End,22:42.6,1,92,4,470325461,,,,2,3,4,2,2,2,4,1,1,4,3,,,,,,5,2lf8iml1
Public Services,93,cka5nhzf,169,169,A_Planet3_ES,End,38:42.9,1,93,1,130426517,,,,1,3,4,1,2,1,4,3,2,1,5,,,,,,5,2lf8iml1
Road Pricing,94,0uzpul3x,169,169,A_Planet3_ES,End,06:56.5,1,94,2,202617534,,,,2,3,1,4,4,4,4,3,2,3,2,,,,,,5,2lf8iml1
Social Norm,95,a9anb1bo,169,169,A_Planet3_ES,End,31:13.5,1,95,0,7453612,,,,2,2,2,4,1,4,3,1,1,3,3,,,,,,5,2lf8iml1
Baseline,96,h4b4yim5,29,169,A_Planet2_ES,Choice,24:24.7,1,96,,,,,,,,,,,,,,,,,,,,,,5,2lf8iml1
Pollution,97,mdprjoeo,169,169,A_Planet3_ES,End,44:24.3,1,97,7,723164570,,,,1,2,2,4,4,3,1,1,1,3,2,,,,,,5,2lf8iml1
Public Services,98,mkevhs61,169,169,A_Planet3_ES,End,55:00.7,1,98,3,331042657,,,,3,2,2,3,3,3,4,1,2,1,4,,,,,,5,2lf8iml1
Road Pricing,99,vrpni1if,169,169,A_Planet3_ES,End,06:46.3,1,99,7,725134607,,,,2,1,1,1,3,2,2,2,4,4,3,,,,,,5,2lf8iml1
Social Norm,100,gva8pxaw,169,169,A_Planet3_ES,End,12:24.1,1,100,4,461703425,,,,1,2,1,1,2,2,4,2,4,3,4,,,,,,5,2lf8iml1
Baseline,101,feimv38g,169,169,A_Planet3_ES,End,11:11.0,1,101,3,353126047,,,,1,4,1,2,4,5,3,3,4,3,4,,,,,,5,2lf8iml1
Public Services,103,9bfpp832,169,169,A_Planet3_ES,End,40:42.9,1,103,3,354637210,,,,1,1,1,2,4,1,3,3,1,1,5,,,,,,5,2lf8iml1
Road Pricing,104,hi7l35rx,169,169,A_Planet3_ES,End,19:09.1,1,104,4,432516047,,,,1,3,3,2,3,5,1,1,4,1,2,,,,,,5,2lf8iml1
Social Norm,105,lm08pz14,169,169,A_Planet3_ES,End,06:38.0,1,105,6,674632150,,,,2,4,4,2,1,2,3,1,3,3,4,,,,,,5,2lf8iml1
Social Norm,110,62ij9lb3,169,169,A_Planet3_ES,End,50:16.5,1,110,3,351426307,,,,2,4,1,2,4,5,3,3,4,3,4,,,,,,5,2lf8iml1
Baseline,1,fa0lgio1,169,169,A_Planet3_ES,End,56:16.8,1,1,1,125734106,,,,3,4,1,4,2,5,2,2,3,4,1,,,,,,6,2lf8iml1
Pollution,2,xmx5q4c1,169,169,A_Planet3_ES,End,24:17.4,1,2,6,607236145,,,,3,2,2,1,2,2,1,1,4,3,4,,,,,,6,2lf8iml1
Public Services,3,c67lysj2,169,169,A_Planet3_ES,End,10:55.0,1,3,3,340751632,,,,1,4,1,2,4,5,3,3,4,3,4,,,,,,6,2lf8iml1
Road Pricing,4,q7ay2dyw,169,169,A_Planet3_ES,End,25:28.3,1,4,7,702163547,,,,2,3,2,4,3,3,2,1,2,1,1,,,,,,6,2lf8iml1
Social Norm,5,px6jzykt,169,169,A_Planet3_ES,End,29:47.5,1,5,0,60425371,,,,3,3,1,1,3,3,2,2,4,1,4,,,,,,6,2lf8iml1
Baseline,6,e40ivckh,169,169,A_Planet3_ES,End,30:39.8,1,6,1,104327651,,,,1,4,3,2,1,5,3,4,1,2,1,,,,,,6,2lf8iml1
Pollution,7,pqshn95a,169,169,A_Planet3_ES,End,29:17.1,1,7,5,543501726,,,,3,4,3,3,1,2,3,1,2,2,5,,,,,,6,2lf8iml1
Public Services,8,3yqq014n,169,169,A_Planet3_ES,End,04:59.6,1,8,3,350723641,,,,1,3,3,4,3,4,4,1,2,4,5,,,,,,6,2lf8iml1
Road Pricing,9,lmax1dnp,169,169,A_Planet3_ES,End,14:20.0,1,9,6,617265430,,,,1,3,4,2,3,5,4,2,1,4,1,,,,,,6,2lf8iml1
Social Norm,10,uz6r7y1o,169,169,A_Planet3_ES,End,53:11.4,1,10,5,543102765,,,,2,4,3,3,1,2,3,1,2,2,5,,,,,,6,2lf8iml1
Baseline,11,5poonmd4,169,169,A_Planet3_ES,End,12:50.2,1,11,3,357206413,,,,1,3,2,2,3,2,4,3,1,4,1,,,,,,6,2lf8iml1
Pollution,12,p62frwui,169,169,A_Planet3_ES,End,27:53.3,1,12,5,542317056,,,,1,4,3,2,2,1,2,2,3,3,3,,,,,,6,2lf8iml1
Road Pricing,14,z1wokq82,169,169,A_Planet3_ES,End,12:24.4,1,14,4,443701265,,,,1,2,1,4,3,1,4,2,2,2,4,,,,,,6,2lf8iml1
Social Norm,15,kst6pwde,169,169,A_Planet3_ES,End,37:29.6,1,15,2,212475036,,,,1,2,1,1,2,4,4,2,3,3,1,,,,,,6,2lf8iml1
