participant.code,control_question1,control_question2,attributes_binary_1,attributes_binary_2,attributes_binary_3,attributes_binary_4,attributes_binary_5,alternative1,1_policy_choice,2_policy_choice,3_policy_choice,4_policy_choice,5_policy_choice,6_policy_choice,7_policy_choice,8_policy_choice,1_Price_UR_A,2_Price_UR_A,3_Price_UR_A,4_Price_UR_A,5_Price_UR_A,6_Price_UR_A,7_Price_UR_A,8_Price_UR_A,1_Price_UN_A,2_Price_UN_A,3_Price_UN_A,4_Price_UN_A,5_Price_UN_A,6_Price_UN_A,7_Price_UN_A,8_Price_UN_A,1_Price_O_A,2_Price_O_A,3_Price_O_A,4_Price_O_A,5_Price_O_A,6_Price_O_A,7_Price_O_A,8_Price_O_A,1_EV_A,2_EV_A,3_EV_A,4_EV_A,5_EV_A,6_EV_A,7_EV_A,8_EV_A,1_Revenue_A,2_Revenue_A,3_Revenue_A,4_Revenue_A,5_Revenue_A,6_Revenue_A,7_Revenue_A,8_Revenue_A,1_Price_UR_B,2_Price_UR_B,3_Price_UR_B,4_Price_UR_B,5_Price_UR_B,6_Price_UR_B,7_Price_UR_B,8_Price_UR_B,1_Price_UN_B,2_Price_UN_B,3_Price_UN_B,4_Price_UN_B,5_Price_UN_B,6_Price_UN_B,7_Price_UN_B,8_Price_UN_B,1_Price_O_B,2_Price_O_B,3_Price_O_B,4_Price_O_B,5_Price_O_B,6_Price_O_B,7_Price_O_B,8_Price_O_B,1_EV_B,2_EV_B,3_EV_B,4_EV_B,5_EV_B,6_EV_B,7_EV_B,8_EV_B,1_Revenue_B,2_Revenue_B,3_Revenue_B,4_Revenue_B,5_Revenue_B,6_Revenue_B,7_Revenue_B,8_Revenue_B
rf36vzrz,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,5.0,3.0,5.0,1.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0
rfapg1hp,3.0,,0.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,5.0
rjcuuycq,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,1.0,1.0,5.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,2.0,2.0
rpczrw41,3.0,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,5.0,3.0,4.0,1.0,3.0,5.0,3.0
rpudlr27,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,5.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,2.0,3.0,1.0,2.0
rsbs1p9q,3.0,,1.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0
ru77h66k,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,1.0,3.0
ruyh9n6b,3.0,,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,2.0,1.0,2.0,2.0,4.0
rvot49f7,3.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0
rwuy8jm4,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,5.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,5.0,1.0,2.0,5.0
rz5has1n,3.0,,,,,,,4.0,1.0,2.0,1.0,2.0,,,,,3.0,3.0,1.0,3.0,4.0,,,,1.0,4.0,1.0,3.0,4.0,,,,3.0,2.0,4.0,2.0,3.0,,,,3.0,3.0,3.0,1.0,4.0,,,,4.0,5.0,4.0,3.0,5.0,,,,4.0,4.0,2.0,4.0,1.0,,,,4.0,2.0,2.0,4.0,1.0,,,,2.0,1.0,1.0,3.0,4.0,,,,1.0,4.0,2.0,3.0,1.0,,,,2.0,1.0,2.0,4.0,2.0,,,
rzj1zkde,3.0,,0.0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,4.0,2.0,5.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0,4.0,2.0
s3iwzftl,3.0,,0.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,5.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0
s3lur6hw,3.0,,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0
s5sm5g67,3.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,2.0,3.0,1.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,5.0,1.0,4.0,2.0,5.0,1.0
s8o9n3p1,3.0,,1.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,2.0
sc4brc2t,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0
sfblbvwk,3.0,,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0
sluauxoo,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,5.0,3.0,2.0
sntst306,3.0,,1.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,3.0,4.0,3.0,3.0,1.0,5.0
squ1qny3,3.0,,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,1.0,3.0,1.0
sv5rbzw2,3.0,,1.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,1.0
svgvhfkx,3.0,,0.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,5.0,2.0
syp06wkt,3.0,,1.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0
syr4wgae,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,4.0,5.0,3.0,2.0,3.0,5.0,4.0
t0s3r5ft,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,5.0,1.0,3.0,4.0,3.0
t6jrxb8h,3.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0
tf5jk4n7,3.0,,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,5.0,1.0,3.0
thyenl6n,1.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0,3.0,4.0
tklufas1,3.0,,0.0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,5.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0
tw781squ,3.0,,1.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,4.0,3.0,2.0,5.0
u1sfa65t,3.0,,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0
u4g1gko4,3.0,,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,2.0
u64v8el2,3.0,,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,3.0
